Temperature (K)	Pressure (atm)	Density (g/ml)	Volume (ml/g)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (F/atm)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Surf. Tension (N/m)	Phase
578.54	91.384	0.70080	14.269	1362.3	1375.5	33.065	30.476	59.190	879.50	0.045832	83.826	0.54431	0.013130	liquid
579.16	92.175	0.69945	14.297	1365.8	1379.1	33.125	30.470	59.402	875.97	0.046674	83.592	0.54332	0.012989	liquid
579.79	92.971	0.69810	14.325	1369.2	1382.7	33.185	30.465	59.617	872.44	0.047528	83.358	0.54233	0.012848	liquid
580.41	93.773	0.69674	14.353	1372.7	1386.3	33.245	30.461	59.836	868.89	0.048395	83.123	0.54134	0.012707	liquid
581.03	94.580	0.69537	14.381	1376.1	1389.9	33.305	30.456	60.059	865.33	0.049275	82.889	0.54034	0.012566	liquid
581.66	95.393	0.69400	14.409	1379.6	1393.5	33.365	30.452	60.286	861.76	0.050168	82.655	0.53934	0.012425	liquid
582.28	96.210	0.69261	14.438	1383.1	1397.1	33.425	30.448	60.518	858.17	0.051075	82.421	0.53834	0.012285	liquid
582.90	97.034	0.69122	14.467	1386.6	1400.8	33.486	30.444	60.753	854.56	0.051996	82.186	0.53732	0.012144	liquid
583.53	97.862	0.68982	14.496	1390.0	1404.4	33.546	30.441	60.993	850.94	0.052931	81.952	0.53631	0.012004	liquid
584.15	98.696	0.68842	14.526	1393.6	1408.1	33.607	30.438	61.238	847.31	0.053881	81.717	0.53529	0.011864	liquid
584.77	99.536	0.68700	14.556	1397.1	1411.8	33.667	30.435	61.488	843.67	0.054846	81.483	0.53426	0.011724	liquid
585.40	100.38	0.68558	14.586	1400.6	1415.4	33.728	30.432	61.742	840.00	0.055826	81.248	0.53323	0.011584	liquid
586.02	101.23	0.68414	14.617	1404.1	1419.1	33.789	30.430	62.001	836.33	0.056821	81.013	0.53220	0.011445	liquid
586.64	102.09	0.68270	14.648	1407.7	1422.8	33.850	30.428	62.265	832.64	0.057833	80.778	0.53116	0.011306	liquid
587.27	102.95	0.68125	14.679	1411.2	1426.5	33.911	30.427	62.535	828.93	0.058861	80.543	0.53012	0.011167	liquid
587.89	103.82	0.67979	14.710	1414.8	1430.3	33.972	30.425	62.810	825.21	0.059906	80.307	0.52907	0.011028	liquid
588.51	104.69	0.67832	14.742	1418.4	1434.0	34.034	30.424	63.090	821.47	0.060967	80.072	0.52802	0.010889	liquid
589.14	105.57	0.67685	14.774	1422.0	1437.8	34.095	30.423	63.377	817.72	0.062047	79.836	0.52696	0.010751	liquid
589.76	106.45	0.67536	14.807	1425.5	1441.5	34.157	30.423	63.669	813.95	0.063144	79.600	0.52589	0.010612	liquid
590.38	107.34	0.67386	14.840	1429.2	1445.3	34.219	30.423	63.968	810.16	0.064260	79.364	0.52483	0.010474	liquid
591.01	108.24	0.67236	14.873	1432.8	1449.1	34.280	30.424	64.273	806.36	0.065395	79.127	0.52375	0.010337	liquid
591.63	109.14	0.67084	14.907	1436.4	1452.9	34.342	30.424	64.584	802.55	0.066549	78.890	0.52267	0.010199	liquid
592.25	110.05	0.66931	14.941	1440.0	1456.7	34.405	30.425	64.902	798.71	0.067723	78.653	0.52159	0.010062	liquid
592.88	110.96	0.66777	14.975	1443.7	1460.5	34.467	30.427	65.228	794.86	0.068918	78.415	0.52050	0.0099247	liquid
593.50	111.88	0.66623	15.010	1447.4	1464.4	34.529	30.429	65.560	790.99	0.070133	78.177	0.51941	0.0097879	liquid
594.12	112.81	0.66467	15.045	1451.0	1468.2	34.592	30.431	65.900	787.11	0.071370	77.939	0.51831	0.0096512	liquid
594.74	113.74	0.66310	15.081	1454.7	1472.1	34.655	30.434	66.248	783.21	0.072629	77.700	0.51721	0.0095149	liquid
595.37	114.68	0.66152	15.117	1458.4	1476.0	34.717	30.437	66.604	779.29	0.073910	77.461	0.51610	0.0093788	liquid
595.99	115.62	0.65993	15.153	1462.1	1479.9	34.781	30.441	66.968	775.35	0.075215	77.221	0.51498	0.0092429	liquid
596.61	116.57	0.65833	15.190	1465.9	1483.8	34.844	30.445	67.341	771.39	0.076544	76.981	0.51386	0.0091073	liquid
597.24	117.52	0.65671	15.227	1469.6	1487.7	34.907	30.449	67.723	767.41	0.077897	76.741	0.51273	0.0089720	liquid
597.86	118.49	0.65509	15.265	1473.4	1491.7	34.971	30.454	68.114	763.42	0.079276	76.499	0.51160	0.0088370	liquid
598.48	119.45	0.65345	15.303	1477.1	1495.7	35.035	30.460	68.515	759.41	0.080681	76.258	0.51046	0.0087022	liquid
599.11	120.43	0.65180	15.342	1480.9	1499.6	35.098	30.466	68.926	755.37	0.082112	76.015	0.50932	0.0085677	liquid
599.73	121.41	0.65013	15.381	1484.7	1503.6	35.163	30.472	69.347	751.32	0.083571	75.773	0.50817	0.0084335	liquid
600.35	122.40	0.64846	15.421	1488.5	1507.6	35.227	30.479	69.779	747.25	0.085058	75.529	0.50702	0.0082996	liquid
600.98	123.39	0.64677	15.461	1492.3	1511.7	35.291	30.487	70.222	743.16	0.086575	75.285	0.50586	0.0081660	liquid
601.60	124.39	0.64507	15.502	1496.2	1515.7	35.356	30.495	70.677	739.04	0.088121	75.040	0.50469	0.0080327	liquid
602.22	125.39	0.64335	15.544	1500.0	1519.8	35.421	30.504	71.145	734.91	0.089699	74.794	0.50352	0.0078997	liquid
602.85	126.40	0.64162	15.586	1503.9	1523.9	35.486	30.513	71.625	730.75	0.091309	74.548	0.50234	0.0077670	liquid
603.47	127.42	0.63988	15.628	1507.8	1528.0	35.552	30.523	72.119	726.57	0.092952	74.301	0.50115	0.0076347	liquid
604.09	128.45	0.63812	15.671	1511.7	1532.1	35.617	30.534	72.626	722.36	0.094629	74.053	0.49996	0.0075026	liquid
604.72	129.48	0.63634	15.715	1515.6	1536.2	35.683	30.545	73.148	718.14	0.096341	73.804	0.49877	0.0073709	liquid
605.34	130.52	0.63455	15.759	1519.6	1540.4	35.749	30.557	73.686	713.89	0.098090	73.554	0.49756	0.0072396	liquid
605.96	131.56	0.63275	15.804	1523.5	1544.6	35.816	30.570	74.239	709.61	0.099876	73.304	0.49635	0.0071086	liquid
606.59	132.61	0.63093	15.850	1527.5	1548.8	35.882	30.584	74.809	705.31	0.10170	73.052	0.49514	0.0069780	liquid
607.21	133.67	0.62909	15.896	1531.5	1553.0	35.949	30.598	75.397	700.98	0.10357	72.799	0.49391	0.0068477	liquid
607.83	134.74	0.62724	15.943	1535.5	1557.3	36.016	30.613	76.003	696.63	0.10548	72.546	0.49269	0.0067178	liquid
608.46	135.81	0.62537	15.991	1539.5	1561.6	36.084	30.629	76.628	692.25	0.10743	72.291	0.49145	0.0065882	liquid
609.08	136.89	0.62348	16.039	1543.6	1565.8	36.151	30.646	77.274	687.84	0.10942	72.035	0.49021	0.0064591	liquid
609.70	137.97	0.62157	16.088	1547.7	1570.2	36.219	30.664	77.942	683.40	0.11147	71.778	0.48896	0.0063303	liquid
610.33	139.06	0.61964	16.138	1551.8	1574.5	36.287	30.683	78.632	678.93	0.11356	71.519	0.48770	0.0062019	liquid
610.95	140.16	0.61770	16.189	1555.9	1578.9	36.356	30.702	79.346	674.43	0.11570	71.260	0.48644	0.0060740	liquid
611.57	141.27	0.61573	16.241	1560.0	1583.3	36.425	30.723	80.085	669.89	0.11789	70.999	0.48517	0.0059465	liquid
612.20	142.38	0.61375	16.293	1564.2	1587.7	36.494	30.745	80.851	665.33	0.12014	70.736	0.48390	0.0058194	liquid
612.82	143.50	0.61174	16.347	1568.4	1592.2	36.564	30.768	81.645	660.73	0.12245	70.472	0.48262	0.0056927	liquid
613.44	144.63	0.60972	16.401	1572.6	1596.6	36.634	30.793	82.469	656.09	0.12482	70.207	0.48133	0.0055664	liquid
614.06	145.76	0.60767	16.456	1576.8	1601.1	36.704	30.818	83.325	651.42	0.12724	69.939	0.48003	0.0054407	liquid
614.69	146.90	0.60559	16.513	1581.1	1605.7	36.775	30.845	84.215	646.70	0.12974	69.671	0.47873	0.0053153	liquid
615.31	148.05	0.60350	16.570	1585.4	1610.2	36.846	30.873	85.141	641.95	0.13230	69.400	0.47743	0.0051905	liquid
615.93	149.21	0.60138	16.629	1589.7	1614.8	36.918	30.903	86.106	637.16	0.13493	69.127	0.47611	0.0050661	liquid
616.56	150.37	0.59923	16.688	1594.1	1619.5	36.990	30.935	87.111	632.32	0.13763	68.853	0.47479	0.0049423	liquid
617.18	151.54	0.59706	16.749	1598.4	1624.2	37.062	30.968	88.160	627.43	0.14041	68.576	0.47346	0.0048189	liquid
617.80	152.72	0.59486	16.811	1602.8	1628.9	37.135	31.002	89.256	622.50	0.14327	68.298	0.47213	0.0046961	liquid
618.43	153.90	0.59263	16.874	1607.3	1633.6	37.209	31.039	90.402	617.52	0.14622	68.017	0.47079	0.0045737	liquid
619.05	155.10	0.59037	16.938	1611.8	1638.4	37.283	31.077	91.602	612.49	0.14926	67.734	0.46944	0.0044520	liquid
619.67	156.30	0.58809	17.004	1616.3	1643.2	37.357	31.118	92.859	607.41	0.15239	67.448	0.46809	0.0043307	liquid
620.30	157.50	0.58577	17.072	1620.8	1648.1	37.432	31.161	94.179	602.27	0.15562	67.160	0.46674	0.0042101	liquid
620.92	158.72	0.58342	17.140	1625.4	1653.0	37.508	31.206	95.565	597.07	0.15895	66.869	0.46538	0.0040900	liquid
621.54	159.94	0.58103	17.211	1630.0	1657.9	37.584	31.254	97.024	591.82	0.16239	66.575	0.46401	0.0039705	liquid
622.17	161.17	0.57861	17.283	1634.7	1662.9	37.661	31.304	98.561	586.50	0.16595	66.278	0.46264	0.0038516	liquid
622.79	162.41	0.57614	17.357	1639.4	1668.0	37.739	31.358	10.018	581.11	0.16962	65.977	0.46127	0.0037334	liquid
623.41	163.66	0.57365	17.432	1644.1	1673.0	37.817	31.414	10.190	575.66	0.17343	65.674	0.45989	0.0036158	liquid
624.04	164.92	0.57110	17.510	1648.9	1678.2	37.896	31.474	10.371	570.14	0.17736	65.367	0.45851	0.0034988	liquid
624.66	166.18	0.56852	17.590	1653.8	1683.4	37.976	31.537	10.563	564.54	0.18144	65.056	0.45713	0.0033825	liquid
625.28	167.45	0.56589	17.671	1658.7	1688.7	38.056	31.605	10.767	558.87	0.18567	64.741	0.45575	0.0032670	liquid
625.91	168.73	0.56321	17.755	1663.6	1694.0	38.138	31.676	10.984	553.12	0.19005	64.422	0.45438	0.0031521	liquid
626.53	170.02	0.56049	17.842	1668.6	1699.4	38.220	31.752	11.214	547.28	0.19461	64.098	0.45300	0.0030380	liquid
627.15	171.31	0.55771	17.931	1673.7	1704.8	38.303	31.833	11.460	541.37	0.19933	63.770	0.45163	0.0029246	liquid
627.78	172.62	0.55487	18.022	1678.8	1710.4	38.388	31.919	11.723	535.36	0.20424	63.436	0.45026	0.0028120	liquid
628.40	173.93	0.55197	18.117	1684.0	1716.0	38.473	32.012	12.005	529.27	0.20935	63.098	0.44890	0.0027002	liquid
629.02	175.25	0.54902	18.214	1689.3	1721.7	38.560	32.110	12.307	523.08	0.21466	62.754	0.44756	0.0025892	liquid
629.65	176.58	0.54600	18.315	1694.7	1727.4	38.647	32.216	12.631	516.80	0.22019	62.403	0.44622	0.0024791	liquid
630.27	177.92	0.54290	18.419	1700.1	1733.3	38.736	32.329	12.981	510.43	0.22595	62.047	0.44491	0.0023698	liquid
630.89	179.27	0.53974	18.527	1705.6	1739.2	38.827	32.450	13.357	503.96	0.23194	61.684	0.44361	0.0022615	liquid
631.52	180.62	0.53650	18.639	1711.2	1745.3	38.918	32.581	13.765	497.40	0.23819	61.314	0.44234	0.0021541	liquid
632.14	181.99	0.53317	18.756	1716.9	1751.4	39.012	32.721	14.206	490.74	0.24471	60.936	0.44110	0.0020477	liquid
632.76	183.36	0.52976	18.876	1722.6	1757.7	39.107	32.872	14.685	483.99	0.25150	60.551	0.43989	0.0019423	liquid
633.39	184.74	0.52626	19.002	1728.5	1764.1	39.203	33.035	15.206	477.15	0.25859	60.157	0.43873	0.0018380	liquid
634.01	186.13	0.52266	19.133	1734.5	1770.6	39.302	33.211	15.775	470.22	0.26598	59.754	0.43762	0.0017347	liquid
634.63	187.53	0.51895	19.270	1740.6	1777.2	39.402	33.401	16.399	463.21	0.27369	59.342	0.43656	0.0016326	liquid
635.25	188.94	0.51514	19.412	1746.9	1784.0	39.505	33.606	17.083	456.13	0.28174	58.920	0.43558	0.0015317	liquid
635.88	190.36	0.51120	19.562	1753.2	1791.0	39.610	33.828	17.838	448.99	0.29013	58.487	0.43468	0.0014320	liquid
636.50	191.79	0.50715	19.718	1759.8	1798.1	39.717	34.067	18.675	441.79	0.29890	58.044	0.43388	0.0013336	liquid
637.12	193.23	0.50296	19.882	1766.4	1805.4	39.827	34.326	19.609	434.54	0.30805	57.589	0.43319	0.0012366	liquid
637.75	194.68	0.49862	20.055	1773.3	1812.8	39.939	34.605	20.658	427.26	0.31762	57.121	0.43265	0.0011410	liquid
638.37	196.14	0.49413	20.238	1780.3	1820.5	40.055	34.907	21.850	419.95	0.32764	56.639	0.43228	0.0010469	liquid
638.99	197.61	0.48947	20.430	1787.5	1828.4	40.174	35.232	23.219	412.60	0.33817	56.143	0.43213	0.00095443	liquid
639.62	199.09	0.48461	20.635	1795.0	1836.6	40.297	35.584	24.817	405.22	0.34927	55.631	0.43226	0.00086367	liquid
640.24	200.58	0.47954	20.853	1802.7	1845.1	40.425	35.966	26.718	397.77	0.36105	55.100	0.43276	0.00077472	liquid
640.86	202.08	0.47422	21.087	1810.7	1853.9	40.558	36.381	29.031	390.22	0.37363	54.548	0.43375	0.00068773	liquid
641.49	203.59	0.46859	21.341	1819.1	1863.1	40.697	36.839	31.926	382.48	0.38721	53.971	0.43540	0.00060285	liquid
642.11	205.12	0.46258	21.618	1828.0	1872.9	40.843	37.351	35.669	374.45	0.40204	53.364	0.43797	0.00052027	liquid
642.73	206.65	0.45610	21.925	1837.4	1883.3	41.000	37.938	40.704	365.94	0.41848	52.719	0.44184	0.00044020	liquid
643.36	208.20	0.44898	22.272	1847.5	1894.5	41.169	38.637	47.813	356.71	0.43703	52.027	0.44758	0.00036294	liquid
643.98	209.76	0.44101	22.675	1858.7	1906.9	41.357	39.511	58.478	346.36	0.45840	51.273	0.45614	0.00028883	liquid
644.60	211.33	0.43181	23.159	1871.4	1921.0	41.569	40.678	75.806	334.35	0.48364	50.437	0.46919	0.00021836	liquid
645.23	212.92	0.42078	23.765	1886.2	1937.4	41.818	42.369	107.24	319.86	0.51421	49.490	0.49005	0.00015224	liquid
645.85	214.51	0.40692	24.575	1904.3	1957.7	42.127	45.051	175.35	302.02	0.55207	48.396	0.52723	9,15E-01	liquid
646.47	216.13	0.38798	25.775	1928.6	1985.1	42.544	49.873	399.39	280.02	0.59945	47.132	0.61750	3,84E-01	liquid
